#From;To;Type;Through;Data;Comment
#
# American Straits
#
2922;1785;sea;0;0;
2922;1788;sea;0;0;
2922;2573;sea;0;0;
2922;1783;sea;0;0;
2922;1876;sea;0;0;
2922;1786;sea;0;0;
2922;1784;sea;0;0;
2904;1177;sea;0;0;
2849;1458;sea;0;0;
2849;1460;sea;0;0;
2849;1461;sea;0;0;
2849;1457;sea;0;0;
2849;1455;sea;0;0;
2849;1456;sea;0;0;
3101;1951;sea;0;0;
3101;1964;sea;0;0;
3101;1953;sea;0;0;
3101;1818;sea;0;0;
3101;1820;sea;0;0;
3101;1824;sea;0;0;
3101;1816;sea;0;0;
2782;1875;sea;0;0;
2782;1412;sea;0;0;
2782;1851;sea;0;0;
2782;1178;sea;0;0;
2782;1179;sea;0;0;
2782;1849;sea;0;0;
2782;1155;sea;0;0;
2782;1833;sea;0;0;
2782;1152;sea;0;0;
2981;2415;sea;0;0;
2981;2241;sea;0;0;
3127;2517;sea;0;0;
3127;2521;sea;0;0;
2791;1302;sea;0;0;
2791;1303;sea;0;0;
2791;1301;sea;0;0;
2791;1297;sea;0;0;
2847;1455;sea;0;0;
2847;1456;sea;0;0;
2795;1306;sea;0;0;
2795;3258;sea;0;0;
2795;3264;sea;0;0;
2795;1305;sea;0;0;
2795;3261;sea;0;0;
2795;1261;sea;0;0;
2797;1331;sea;0;0;
2797;1330;sea;0;0;
2797;1345;sea;0;0;
2923;1784;sea;0;0;
2923;1776;sea;0;0;
2923;1775;sea;0;0;
2923;1774;sea;0;0;
3001;2253;sea;0;0;
3001;2258;sea;0;0;
3001;2206;sea;0;0;
3001;2208;sea;0;0;
3001;2205;sea;0;0;
3001;2201;sea;0;0;
3001;1723;sea;0;0;
3001;2204;sea;0;0;
2785;1174;sea;0;0;
2823;1375;sea;0;0;
2823;1376;sea;0;0;
2823;1499;sea;0;0;
2823;1374;sea;0;0;
2823;1370;sea;0;0;
2823;1495;sea;0;0;
2823;1373;sea;0;0;
2823;1501;sea;0;0;
2823;1493;sea;0;0;
2846;1456;sea;0;0;
2846;2562;sea;0;0;
2846;1485;sea;0;0;
2980;2240;sea;0;0;
2980;2239;sea;0;0;
2980;2241;sea;0;0;
2980;2243;sea;0;0;
2980;2276;sea;0;0;
2786;1174;sea;0;0;
2786;1171;sea;0;0;
3150;658;sea;0;0;
2790;1297;sea;0;0;
2790;3265;sea;0;0;
2790;1296;sea;0;0;
2790;3259;sea;0;0;
2790;1292;sea;0;0;
2790;3263;sea;0;0;
2790;1295;sea;0;0;
2790;1291;sea;0;0;
2790;1293;sea;0;0;
2796;1261;sea;0;0;
2796;1345;sea;0;0;
2796;1257;sea;0;0;
2796;3249;sea;0;0;
2796;1251;sea;0;0;
2796;1256;sea;0;0;
2796;1254;sea;0;0;
2968;2253;sea;0;0;
2968;2208;sea;0;0;
2968;2205;sea;0;0;
2968;2206;sea;0;0;
2968;2254;sea;0;0;
2968;2204;sea;0;0;
2968;1723;sea;0;0;
2968;2203;sea;0;0;
2968;2255;sea;0;0;
2968;2198;sea;0;0;
2968;2200;sea;0;0;
3002;2201;sea;0;0;
3002;2202;sea;0;0;
3002;2198;sea;0;0;
3002;2197;sea;0;0;
3002;2199;sea;0;0;
3002;2193;sea;0;0;
3002;2192;sea;0;0;
3002;2191;sea;0;0;
2975;2276;sea;0;0;
2975;2237;sea;0;0;
2975;2269;sea;0;0;
2975;2238;sea;0;0;
2975;2233;sea;0;0;
2975;2409;sea;0;0;
2975;2229;sea;0;0;
2975;2231;sea;0;0;
2891;2521;sea;0;0;
2891;1654;sea;0;0;
2972;2270;sea;0;0;
2972;2271;sea;0;0;
2972;2272;sea;0;0;
2972;2268;sea;0;0;
2972;2255;sea;0;0;
2972;2234;sea;0;0;
2972;2235;sea;0;0;
2824;1493;sea;0;0;
2824;1498;sea;0;0;
2824;1496;sea;0;0;
2824;1497;sea;0;0;
2824;1494;sea;0;0;
2973;2267;sea;0;0;
2973;2264;sea;0;0;
2973;2269;sea;0;0;
2781;1833;sea;0;0;
2781;1152;sea;0;0;
2781;1834;sea;0;0;
2781;1771;sea;0;0;
2781;1154;sea;0;0;
2781;1770;sea;0;0;
2781;1757;sea;0;0;
2781;1772;sea;0;0;
2781;1756;sea;0;0;
2781;922;sea;0;0;
2781;921;sea;0;0;
2781;1755;sea;0;0;
2825;2562;sea;0;0;
2825;1494;sea;0;0;
2825;1487;sea;0;0;
2825;1485;sea;0;0;
2825;1484;sea;0;0;
2825;1482;sea;0;0;
2825;1611;sea;0;0;
2787;1171;sea;0;0;
2787;1166;sea;0;0;
2787;1169;sea;0;0;
2787;1167;sea;0;0;
2787;1168;sea;0;0;
2787;1146;sea;0;0;
2787;1145;sea;0;0;
2787;1142;sea;0;0;
2787;1141;sea;0;0;
3110;2198;sea;0;0;
3110;2202;sea;0;0;
3110;2197;sea;0;0;
3110;2199;sea;0;0;
2789;1293;sea;0;0;
2789;1288;sea;0;0;
2789;1222;sea;0;0;
2789;1146;sea;0;0;
3126;2525;sea;0;0;
2788;1167;sea;0;0;
2788;1164;sea;0;0;
2788;1157;sea;0;0;
2788;1165;sea;0;0;
2788;1162;sea;0;0;
2788;1163;sea;0;0;
2788;1138;sea;0;0;
2788;1718;sea;0;0;
2788;935;sea;0;0;
2788;1136;sea;0;0;
2788;1131;sea;0;0;
2788;932;sea;0;0;
2788;1132;sea;0;0;
2845;1678;sea;0;0;
2845;1679;sea;0;0;
2892;1654;sea;0;0;
2967;2200;sea;0;0;
2967;2196;sea;0;0;
2924;1774;sea;0;0;
2924;1773;sea;0;0;
2924;2136;sea;0;0;
2924;1696;sea;0;0;
2924;1694;sea;0;0;
2924;1695;sea;0;0;
2924;1693;sea;0;0;
2924;2135;sea;0;0;
2976;2231;sea;0;0;
2976;2228;sea;0;0;
2976;2232;sea;0;0;
2976;2230;sea;0;0;
2976;2225;sea;0;0;
2976;2224;sea;0;0;
2976;2227;sea;0;0;
2976;2223;sea;0;0;
2976;2236;sea;0;0;
2976;2222;sea;0;0;
2976;2226;sea;0;0;
3003;2186;sea;0;0;
3003;2191;sea;0;0;
3003;2187;sea;0;0;
3003;2182;sea;0;0;
3003;2178;sea;0;0;
2966;2188;sea;0;0;
2966;2194;sea;0;0;
2966;2195;sea;0;0;
2966;2190;sea;0;0;
2966;2185;sea;0;0;
2826;1611;sea;0;0;
2826;1610;sea;0;0;
2826;1608;sea;0;0;
2826;1609;sea;0;0;
2826;1604;sea;0;0;
2826;1606;sea;0;0;
2826;1538;sea;0;0;
2826;1540;sea;0;0;
2826;1539;sea;0;0;
2826;1541;sea;0;0;
2826;1537;sea;0;0;
2826;1543;sea;0;0;
3004;2178;sea;0;0;
3004;2179;sea;0;0;
3004;2171;sea;0;0;
3153;2623;sea;0;0;
3108;1525;sea;0;0;
3108;1524;sea;0;0;
3108;1528;sea;0;0;
3235;1545;sea;0;0;
3235;1551;sea;0;0;
3235;1549;sea;0;0;
2974;2216;sea;0;0;
2974;2222;sea;0;0;
2974;2214;sea;0;0;
2970;2217;sea;0;0;
2969;2217;sea;0;0;
2969;2213;sea;0;0;
2969;2215;sea;0;0;
2969;2212;sea;0;0;
2963;2164;sea;0;0;
2963;2165;sea;0;0;
2963;2184;sea;0;0;
2963;2162;sea;0;0;
2963;2183;sea;0;0;
2971;2217;sea;0;0;
2971;2218;sea;0;0;
2971;2212;sea;0;0;
2971;2211;sea;0;0;
2971;2209;sea;0;0;
2971;2210;sea;0;0;
2979;2214;sea;0;0;
2979;2222;sea;0;0;
2979;2226;sea;0;0;
2843;1662;sea;0;0;
2843;1663;sea;0;0;
2843;1665;sea;0;0;
2843;1664;sea;0;0;
2843;1666;sea;0;0;
2843;1656;sea;0;0;
2843;1667;sea;0;0;
2843;1660;sea;0;0;
2843;1640;sea;0;0;
2843;1638;sea;0;0;
2843;1655;sea;0;0;
2843;1639;sea;0;0;
2843;1659;sea;0;0;
3154;2168;sea;0;0;
3005;2171;sea;0;0;
3005;2169;sea;0;0;
3005;2168;sea;0;0;
3005;2161;sea;0;0;
2766;1734;sea;0;0;
2766;1735;sea;0;0;
2766;1736;sea;0;0;
2768;1752;sea;0;0;
2768;1751;sea;0;0;
2768;1753;sea;0;0;
2768;1746;sea;0;0;
2768;1736;sea;0;0;
2768;848;sea;0;0;
2977;2216;sea;0;0;
2977;2215;sea;0;0;
2977;2214;sea;0;0;
2977;2212;sea;0;0;
2977;2219;sea;0;0;
2977;2220;sea;0;0;
2769;1756;sea;0;0;
2769;1755;sea;0;0;
2769;1746;sea;0;0;
2769;920;sea;0;0;
2769;919;sea;0;0;
2769;916;sea;0;0;
2769;915;sea;0;0;
2769;856;sea;0;0;
2829;1662;sea;0;0;
2829;1664;sea;0;0;
2829;1661;sea;0;0;
2829;1637;sea;0;0;
2829;1660;sea;0;0;
2829;1640;sea;0;0;
2829;1635;sea;0;0;
2829;1632;sea;0;0;
2829;1641;sea;0;0;
2829;1634;sea;0;0;
2759;1734;sea;0;0;
2759;1733;sea;0;0;
2759;1731;sea;0;0;
2759;854;sea;0;0;
2759;764;sea;0;0;
2759;762;sea;0;0;
2925;1693;sea;0;0;
2925;2563;sea;0;0;
2925;1691;sea;0;0;
2925;1685;sea;0;0;
2978;2212;sea;0;0;
2978;2211;sea;0;0;
2978;2219;sea;0;0;
2978;2210;sea;0;0;
2767;1736;sea;0;0;
2767;848;sea;0;0;
2767;847;sea;0;0;
2767;839;sea;0;0;
2965;2185;sea;0;0;
2965;2183;sea;0;0;
2965;2209;sea;0;0;
2962;2163;sea;0;0;
2962;2150;sea;0;0;
2962;2149;sea;0;0;
2964;2183;sea;0;0;
2958;2209;sea;0;0;
2958;2210;sea;0;0;
2958;2219;sea;0;0;
2958;200;sea;0;0;
2758;1730;sea;0;0;
2758;1733;sea;0;0;
2758;1728;sea;0;0;
2758;1725;sea;0;0;
2758;1726;sea;0;0;
2758;762;sea;0;0;
2827;1543;sea;0;0;
2827;1536;sea;0;0;
2827;1635;sea;0;0;
2827;1542;sea;0;0;
2827;1571;sea;0;0;
2827;1565;sea;0;0;
2827;1636;sea;0;0;
2827;1566;sea;0;0;
2827;1628;sea;0;0;
2770;913;sea;0;0;
2770;914;sea;0;0;
2770;856;sea;0;0;
2770;905;sea;0;0;
2770;855;sea;0;0;
2770;857;sea;0;0;
2770;900;sea;0;0;
2770;895;sea;0;0;
2770;875;sea;0;0;
2770;894;sea;0;0;
2844;1656;sea;0;0;
2844;1658;sea;0;0;
2844;1675;sea;0;0;
2844;1676;sea;0;0;
2844;1650;sea;0;0;
2844;1651;sea;0;0;
2844;1649;sea;0;0;
2844;1653;sea;0;0;
2844;1669;sea;0;0;
2746;1685;sea;0;0;
2746;1686;sea;0;0;
2746;1687;sea;0;0;
2746;512;sea;0;0;
2746;517;sea;0;0;
3006;2138;sea;0;0;
3006;2161;sea;0;0;
3006;2156;sea;0;0;
3006;2157;sea;0;0;
3006;2141;sea;0;0;
3006;2139;sea;0;0;
3006;2137;sea;0;0;
3006;2140;sea;0;0;
3007;2138;sea;0;0;
3007;2139;sea;0;0;
2771;848;sea;0;0;
2771;847;sea;0;0;
2771;846;sea;0;0;
2771;875;sea;0;0;
2771;872;sea;0;0;
2957;2219;sea;0;0;
2747;1705;sea;0;0;
2747;1689;sea;0;0;
2747;1684;sea;0;0;
2747;1687;sea;0;0;
2747;1688;sea;0;0;
2747;1704;sea;0;0;
2747;1706;sea;0;0;
2747;517;sea;0;0;
2747;514;sea;0;0;
2747;513;sea;0;0;
2747;515;sea;0;0;
2747;506;sea;0;0;
2842;1641;sea;0;0;
2842;1634;sea;0;0;
2842;1631;sea;0;0;
2841;1657;sea;0;0;
2841;1647;sea;0;0;
2841;1659;sea;0;0;
2841;1641;sea;0;0;
2841;1646;sea;0;0;
2841;1648;sea;0;0;
2841;1645;sea;0;0;
2841;1673;sea;0;0;
2841;1671;sea;0;0;
2841;1672;sea;0;0;
2841;1642;sea;0;0;
2956;2219;sea;0;0;
2956;200;sea;0;0;
2956;199;sea;0;0;
3274;1687;sea;0;0;
3272;517;sea;0;0;
2765;839;sea;0;0;
2765;841;sea;0;0;
2765;827;sea;0;0;
2765;842;sea;0;0;
2765;837;sea;0;0;
2765;824;sea;0;0;
2765;825;sea;0;0;
2772;839;sea;0;0;
2772;845;sea;0;0;
2772;846;sea;0;0;
2772;872;sea;0;0;
2772;840;sea;0;0;
2772;869;sea;0;0;
2772;843;sea;0;0;
2772;834;sea;0;0;
2772;838;sea;0;0;
2772;842;sea;0;0;
2772;835;sea;0;0;
2772;837;sea;0;0;
2772;836;sea;0;0;
2772;844;sea;0;0;
2772;832;sea;0;0;
2772;864;sea;0;0;
2772;865;sea;0;0;
2772;822;sea;0;0;
2772;821;sea;0;0;
2772;859;sea;0;0;
2772;828;sea;0;0;
2772;823;sea;0;0;
2772;805;sea;0;0;
2772;830;sea;0;0;
2772;829;sea;0;0;
2745;512;sea;0;0;
2745;511;sea;0;0;
2745;527;sea;0;0;
2745;526;sea;0;0;
2745;524;sea;0;0;
2754;1706;sea;0;0;
2754;1700;sea;0;0;
2754;1701;sea;0;0;
2779;1114;sea;0;0;
2779;1115;sea;0;0;
2779;1116;sea;0;0;
2779;1113;sea;0;0;
2779;1107;sea;0;0;
2779;1205;sea;0;0;
2779;1102;sea;0;0;
2779;1103;sea;0;0;
2779;1052;sea;0;0;
2779;1194;sea;0;0;
2779;1053;sea;0;0;
2779;1057;sea;0;0;
2779;1041;sea;0;0;
2779;1036;sea;0;0;
2779;1183;sea;0;0;
2779;1182;sea;0;0;
2779;2610;sea;0;0;
2760;764;sea;0;0;
2760;763;sea;0;0;
2760;759;sea;0;0;
2760;760;sea;0;0;
3234;1557;sea;0;0;
2755;1701;sea;0;0;
2755;1709;sea;0;0;
2755;1726;sea;0;0;
2755;765;sea;0;0;
2961;2149;sea;0;0;
2961;138;sea;0;0;
2961;137;sea;0;0;
2961;133;sea;0;0;
2961;132;sea;0;0;
2961;1971;sea;0;0;
2961;141;sea;0;0;
3020;2134;sea;0;0;
2828;1565;sea;0;0;
2828;1636;sea;0;0;
2828;1628;sea;0;0;
2828;1567;sea;0;0;
2828;1569;sea;0;0;
2828;1626;sea;0;0;
2828;1570;sea;0;0;
2828;1625;sea;0;0;
2828;1627;sea;0;0;
2828;1617;sea;0;0;
2828;1481;sea;0;0;
2828;1619;sea;0;0;
2828;1616;sea;0;0;
2828;1613;sea;0;0;
2828;1479;sea;0;0;
2828;1620;sea;0;0;
2828;1480;sea;0;0;
2840;1669;sea;0;0;
2840;1668;sea;0;0;
2840;1670;sea;0;0;
2840;1672;sea;0;0;
2840;1642;sea;0;0;
2840;1644;sea;0;0;
3232;1714;sea;0;0;
3232;1110;sea;0;0;
3232;1111;sea;0;0;
3232;1108;sea;0;0;
3232;1109;sea;0;0;
2959;200;sea;0;0;
2959;199;sea;0;0;
2959;198;sea;0;0;
2748;506;sea;0;0;
2748;505;sea;0;0;
2748;502;sea;0;0;
2748;503;sea;0;0;
2748;504;sea;0;0;
2748;501;sea;0;0;
2830;1630;sea;0;0;
2830;1631;sea;0;0;
2830;1629;sea;0;0;
2830;1621;sea;0;0;
2830;1623;sea;0;0;
2830;1622;sea;0;0;
2830;1082;sea;0;0;
2757;762;sea;0;0;
2757;763;sea;0;0;
2757;759;sea;0;0;
2757;760;sea;0;0;
2757;761;sea;0;0;
2757;755;sea;0;0;
3231;890;sea;0;0;
3231;891;sea;0;0;
2744;524;sea;0;0;
2744;521;sea;0;0;
2744;522;sea;0;0;
2744;518;sea;0;0;
2744;476;sea;0;0;
3008;2139;sea;0;0;
3008;90;sea;0;0;
3008;89;sea;0;0;
2752;502;sea;0;0;
2764;760;sea;0;0;
2764;824;sea;0;0;
2764;826;sea;0;0;
2764;853;sea;0;0;
2764;758;sea;0;0;
2764;761;sea;0;0;
2753;765;sea;0;0;
2753;766;sea;0;0;
2756;765;sea;0;0;
2756;766;sea;0;0;
2756;755;sea;0;0;
2756;754;sea;0;0;
2756;2567;sea;0;0;
2756;749;sea;0;0;
2756;750;sea;0;0;
2756;748;sea;0;0;
2960;139;sea;0;0;
2960;141;sea;0;0;
2960;198;sea;0;0;
2960;1817;sea;0;0;
2960;194;sea;0;0;
2763;758;sea;0;0;
2763;826;sea;0;0;
2763;853;sea;0;0;
2763;852;sea;0;0;
2763;851;sea;0;0;
2763;756;sea;0;0;
2763;850;sea;0;0;
2763;800;sea;0;0;
2763;2582;sea;0;0;
2763;782;sea;0;0;
2773;859;sea;0;0;
2773;865;sea;0;0;
2773;864;sea;0;0;
2773;863;sea;0;0;
2773;861;sea;0;0;
2773;862;sea;0;0;
2773;858;sea;0;0;
2773;860;sea;0;0;
2955;199;sea;0;0;
2955;204;sea;0;0;
2955;2555;sea;0;0;
2955;205;sea;0;0;
2955;210;sea;0;0;
3270;139;sea;0;0;
3270;1817;sea;0;0;
3270;142;sea;0;0;
3270;140;sea;0;0;
3270;193;sea;0;0;
3270;1966;sea;0;0;
3270;1825;sea;0;0;
3270;143;sea;0;0;
3270;1813;sea;0;0;
3270;189;sea;0;0;
3270;148;sea;0;0;
2777;884;sea;0;0;
2777;882;sea;0;0;
2777;883;sea;0;0;
2777;886;sea;0;0;
2777;1096;sea;0;0;
2777;1094;sea;0;0;
2777;880;sea;0;0;
2777;1095;sea;0;0;
2777;1049;sea;0;0;
2751;766;sea;0;0;
2751;473;sea;0;0;
2751;745;sea;0;0;
2751;748;sea;0;0;
2751;746;sea;0;0;
2751;725;sea;0;0;
2751;740;sea;0;0;
2751;724;sea;0;0;
2774;862;sea;0;0;
2774;881;sea;0;0;
2774;861;sea;0;0;
2774;860;sea;0;0;
2774;858;sea;0;0;
2774;880;sea;0;0;
2774;817;sea;0;0;
2774;814;sea;0;0;
2774;818;sea;0;0;
2774;674;sea;0;0;
2774;675;sea;0;0;
2749;501;sea;0;0;
2749;498;sea;0;0;
2749;499;sea;0;0;
2749;464;sea;0;0;
2749;463;sea;0;0;
2749;461;sea;0;0;
2749;467;sea;0;0;
2762;757;sea;0;0;
2762;756;sea;0;0;
2762;753;sea;0;0;
2762;782;sea;0;0;
2762;752;sea;0;0;
2762;780;sea;0;0;
2762;781;sea;0;0;
2743;476;sea;0;0;
2743;474;sea;0;0;
2831;1642;sea;0;0;
2831;1082;sea;0;0;
2831;1643;sea;0;0;
2831;1087;sea;0;0;
2831;1083;sea;0;0;
3233;1190;sea;0;0;
3025;203;sea;0;0;
2750;470;sea;0;0;
2750;467;sea;0;0;
2750;471;sea;0;0;
2750;472;sea;0;0;
2750;725;sea;0;0;
2839;1644;sea;0;0;
2839;1089;sea;0;0;
2839;1643;sea;0;0;
2839;1088;sea;0;0;
2839;1087;sea;0;0;
2729;492;sea;0;0;
2729;478;sea;0;0;
2729;460;sea;0;0;
2729;458;sea;0;0;
2731;474;sea;0;0;
2731;475;sea;0;0;
2731;478;sea;0;0;
2761;752;sea;0;0;
2761;781;sea;0;0;
2761;743;sea;0;0;
2761;774;sea;0;0;
2761;770;sea;0;0;
2761;742;sea;0;0;
2761;731;sea;0;0;
2761;778;sea;0;0;
2761;729;sea;0;0;
2761;736;sea;0;0;
2761;733;sea;0;0;
2761;737;sea;0;0;
3267;812;sea;0;0;
3267;811;sea;0;0;
3267;810;sea;0;0;
3267;664;sea;0;0;
3267;666;sea;0;0;
3267;818;sea;0;0;
3267;674;sea;0;0;
3267;795;sea;0;0;
3267;669;sea;0;0;
3267;665;sea;0;0;
3267;653;sea;0;0;
3267;668;sea;0;0;
3267;675;sea;0;0;
3267;678;sea;0;0;
3267;673;sea;0;0;
2780;1192;sea;0;0;
2780;1191;sea;0;0;
2780;1193;sea;0;0;
2780;2702;sea;0;0;
2776;1049;sea;0;0;
2776;967;sea;0;0;
2776;1048;sea;0;0;
2776;966;sea;0;0;
2776;964;sea;0;0;
2776;973;sea;0;0;
2776;965;sea;0;0;
2776;1047;sea;0;0;
2776;976;sea;0;0;
2776;979;sea;0;0;
2954;210;sea;0;0;
2954;207;sea;0;0;
2954;214;sea;0;0;
2954;219;sea;0;0;
2954;213;sea;0;0;
2954;220;sea;0;0;
2954;212;sea;0;0;
2954;222;sea;0;0;
2775;967;sea;0;0;
2775;675;sea;0;0;
2775;964;sea;0;0;
2775;678;sea;0;0;
2775;965;sea;0;0;
2775;968;sea;0;0;
2775;970;sea;0;0;
2775;969;sea;0;0;
2728;458;sea;0;0;
2728;442;sea;0;0;
2728;437;sea;0;0;
2728;423;sea;0;0;
2728;422;sea;0;0;
3009;89;sea;0;0;
3009;87;sea;0;0;
3009;84;sea;0;0;
3009;88;sea;0;0;
3009;86;sea;0;0;
3009;85;sea;0;0;
3106;1185;sea;0;0;
3106;1186;sea;0;0;
3106;2606;sea;0;0;
3106;1188;sea;0;0;
3106;1187;sea;0;0;
3271;189;sea;0;0;
3271;148;sea;0;0;
3271;187;sea;0;0;
3271;167;sea;0;0;
3271;146;sea;0;0;
2778;639;sea;0;0;
2778;644;sea;0;0;
2778;623;sea;0;0;
2778;640;sea;0;0;
2778;642;sea;0;0;
2778;643;sea;0;0;
2832;1087;sea;0;0;
2832;1083;sea;0;0;
2832;1086;sea;0;0;
2832;1084;sea;0;0;
3266;1047;sea;0;0;
3266;979;sea;0;0;
3266;1046;sea;0;0;
3266;3257;sea;0;0;
2727;422;sea;0;0;
2727;423;sea;0;0;
2727;420;sea;0;0;
2727;299;sea;0;0;
2838;1088;sea;0;0;
2838;1087;sea;0;0;
2838;1074;sea;0;0;
2838;1086;sea;0;0;
2725;421;sea;0;0;
2725;420;sea;0;0;
2725;424;sea;0;0;
2725;418;sea;0;0;
2725;419;sea;0;0;
2725;299;sea;0;0;
2725;297;sea;0;0;
2953;222;sea;0;0;
2953;231;sea;0;0;
2953;230;sea;0;0;
2953;223;sea;0;0;
2953;229;sea;0;0;
2953;233;sea;0;0;
2953;232;sea;0;0;
2953;241;sea;0;0;
2953;242;sea;0;0;
2724;418;sea;0;0;
2724;415;sea;0;0;
2724;402;sea;0;0;
2724;400;sea;0;0;
2724;303;sea;0;0;
2724;297;sea;0;0;
2724;302;sea;0;0;
2724;301;sea;0;0;
2894;1088;sea;0;0;
2894;1074;sea;0;0;
2837;1086;sea;0;0;
2726;299;sea;0;0;
2726;298;sea;0;0;
2726;273;sea;0;0;
2726;296;sea;0;0;
2726;274;sea;0;0;
2836;1074;sea;0;0;
2836;2618;sea;0;0;
2895;1074;sea;0;0;
2895;2633;sea;0;0;
3225;97;sea;0;0;
2723;400;sea;0;0;
2723;301;sea;0;0;
2723;388;sea;0;0;
2723;378;sea;0;0;
2723;293;sea;0;0;
2723;376;sea;0;0;
2723;292;sea;0;0;
2952;244;sea;0;0;
2952;242;sea;0;0;
2952;243;sea;0;0;
2952;247;sea;0;0;
2952;248;sea;0;0;
3107;1078;sea;0;0;
3107;1075;sea;0;0;
3107;2676;sea;0;0;
3113;178;sea;0;0;
3113;180;sea;0;0;
3113;54;sea;0;0;
3113;173;sea;0;0;
3113;228;sea;0;0;
3113;236;sea;0;0;
3113;55;sea;0;0;
2741;260;sea;0;0;
2740;260;sea;0;0;
2740;261;sea;0;0;
2740;258;sea;0;0;
3115;163;sea;0;0;
3115;171;sea;0;0;
3115;174;sea;0;0;
3115;159;sea;0;0;
3115;176;sea;0;0;
3115;177;sea;0;0;
2738;260;sea;0;0;
2738;274;sea;0;0;
2738;262;sea;0;0;
2738;265;sea;0;0;
2738;276;sea;0;0;
3010;85;sea;0;0;
3010;81;sea;0;0;
2722;377;sea;0;0;
2722;382;sea;0;0;
2722;376;sea;0;0;
2722;375;sea;0;0;
2722;384;sea;0;0;
2722;385;sea;0;0;
2732;292;sea;0;0;
2732;290;sea;0;0;
2732;281;sea;0;0;
2732;280;sea;0;0;
2732;272;sea;0;0;
2732;269;sea;0;0;
3114;173;sea;0;0;
3114;54;sea;0;0;
3114;175;sea;0;0;
3114;53;sea;0;0;
3114;176;sea;0;0;
3114;52;sea;0;0;
3114;51;sea;0;0;
3114;177;sea;0;0;
3112;55;sea;0;0;
3112;46;sea;0;0;
3112;236;sea;0;0;
3112;237;sea;0;0;
3112;238;sea;0;0;
3112;239;sea;0;0;
3112;56;sea;0;0;
2737;265;sea;0;0;
2737;276;sea;0;0;
2737;263;sea;0;0;
2737;285;sea;0;0;
2737;277;sea;0;0;
2737;256;sea;0;0;
2737;304;sea;0;0;
2737;254;sea;0;0;
2737;279;sea;0;0;
2737;271;sea;0;0;
2737;272;sea;0;0;
2737;257;sea;0;0;
2737;255;sea;0;0;
2737;270;sea;0;0;
2945;71;sea;0;0;
2945;248;sea;0;0;
2945;249;sea;0;0;
2945;68;sea;0;0;
2945;72;sea;0;0;
2721;383;sea;0;0;
2721;543;sea;0;0;
2721;385;sea;0;0;
2721;540;sea;0;0;
2721;539;sea;0;0;
2721;531;sea;0;0;
2721;528;sea;0;0;
2721;369;sea;0;0;
2721;533;sea;0;0;
2721;370;sea;0;0;
2721;371;sea;0;0;
2721;2557;sea;0;0;
2721;368;sea;0;0;
2739;258;sea;0;0;
2739;259;sea;0;0;
2739;257;sea;0;0;
2833;1084;sea;0;0;
2833;1086;sea;0;0;
2833;2641;sea;0;0;
2833;1072;sea;0;0;
3269;546;sea;0;0;
3269;547;sea;0;0;
3269;2414;sea;0;0;
3269;548;sea;0;0;
3269;679;sea;0;0;
3269;680;sea;0;0;
3269;372;sea;0;0;
3269;374;sea;0;0;
3269;334;sea;0;0;
3269;335;sea;0;0;
3269;332;sea;0;0;
3239;246;sea;0;0;
3239;240;sea;0;0;
3239;58;sea;0;0;
3239;66;sea;0;0;
2711;530;sea;0;0;
2711;544;sea;0;0;
2711;369;sea;0;0;
2711;372;sea;0;0;
2711;370;sea;0;0;
2711;373;sea;0;0;
2711;371;sea;0;0;
2711;2557;sea;0;0;
2711;334;sea;0;0;
2711;366;sea;0;0;
3022;71;sea;0;0;
3022;72;sea;0;0;
2710;693;sea;0;0;
2710;690;sea;0;0;
2710;696;sea;0;0;
2710;691;sea;0;0;
2710;695;sea;0;0;
2710;698;sea;0;0;
2710;365;sea;0;0;
2710;359;sea;0;0;
2710;331;sea;0;0;
2944;72;sea;0;0;
2944;73;sea;0;0;
2944;70;sea;0;0;
2944;68;sea;0;0;
2944;77;sea;0;0;
2944;75;sea;0;0;
2944;69;sea;0;0;
2944;62;sea;0;0;
2736;257;sea;0;0;
2736;270;sea;0;0;
2736;267;sea;0;0;
3011;81;sea;0;0;
3011;78;sea;0;0;
3011;14;sea;0;0;
3011;13;sea;0;0;
3011;15;sea;0;0;
3116;177;sea;0;0;
3116;51;sea;0;0;
3116;160;sea;0;0;
3116;158;sea;0;0;
3116;50;sea;0;0;
2720;368;sea;0;0;
2720;2557;sea;0;0;
2720;367;sea;0;0;
2720;310;sea;0;0;
2712;372;sea;0;0;
2712;366;sea;0;0;
2712;334;sea;0;0;
2712;367;sea;0;0;
2712;330;sea;0;0;
2712;329;sea;0;0;
2712;310;sea;0;0;
2712;311;sea;0;0;
2712;316;sea;0;0;
2712;312;sea;0;0;
2712;313;sea;0;0;
2733;269;sea;0;0;
2733;270;sea;0;0;
2733;268;sea;0;0;
2733;266;sea;0;0;
2947;75;sea;0;0;
2947;74;sea;0;0;
2947;77;sea;0;0;
3268;332;sea;0;0;
3268;331;sea;0;0;
2943;67;sea;0;0;
2943;65;sea;0;0;
2943;69;sea;0;0;
2943;61;sea;0;0;
2943;62;sea;0;0;
2948;74;sea;0;0;
2709;359;sea;0;0;
2709;354;sea;0;0;
2709;357;sea;0;0;
2709;358;sea;0;0;
2709;331;sea;0;0;
2709;351;sea;0;0;
2709;353;sea;0;0;
2709;349;sea;0;0;
2896;2633;sea;0;0;
2896;2616;sea;0;0;
2896;2590;sea;0;0;
